fecha_fijacion;index;serie;valor
01-10-2000;NO;UF;15533,75
01-04-2001;NO;DÓLAR;587,79
01-04-2001;NO;Factor de actualización;1,7418
01-04-2001;NO;PNE AYSEN;41,372
01-04-2001;NO;PNE PARENAS;27,914
01-04-2001;NO;PNE PNATALES;28,945
01-04-2001;NO;PNE PORVENIR;26,951
01-04-2001;NO;PNE SEN-SIC;15,584
01-04-2001;NO;PNE SEN-SING Antof.;15,159
01-04-2001;NO;PNE SEN-SING Cruc.;13,704
01-04-2001;NO;PNP AYSEN;5409,14
01-04-2001;NO;PNP PARENAS;5351,42
01-04-2001;NO;PNP PNATALES;5351,42
01-04-2001;NO;PNP PORVENIR;6556,03
01-04-2001;NO;PNP SEN-SIC;3052,39
01-04-2001;NO;PNP SEN-SING Antof.;4670,3
01-04-2001;NO;PNP SEN-SING Cruc.;4670,3
01-04-2001;NO;UF;15814,6
01-09-2001;SI;DÓLAR;673,7
01-09-2001;SI;Factor de actualización;1,7201
01-09-2001;SI;PNE AYSEN;45,546
01-09-2001;SI;PNE PARENAS;27,914
01-09-2001;SI;PNE PNATALES;33,747
01-09-2001;SI;PNE PORVENIR;29,856
01-09-2001;SI;PNE SEN-SIC;17,152
01-09-2001;SI;PNE SEN-SING Antof.;16,682
01-09-2001;SI;PNE SEN-SING Cruc.;15,081
01-09-2001;SI;PNP AYSEN;5666,07
01-09-2001;SI;PNP PARENAS;5351,42
01-09-2001;SI;PNP PNATALES;5698,19
01-09-2001;SI;PNP PORVENIR;6980,86
01-09-2001;SI;PNP SEN-SIC;3287,12
01-09-2001;SI;PNP SEN-SING Antof.;5054,2
01-09-2001;SI;PNP SEN-SING Cruc.;5054,2
01-09-2001;SI;UF;16014,75
01-10-2001;NO;DÓLAR;681,24
01-10-2001;NO;Factor de actualización;1,7124
01-10-2001;NO;PNE AYSEN;41,9217
01-10-2001;NO;PNE PARENAS;30,617
01-10-2001;NO;PNE PNATALES;46,337
01-10-2001;NO;PNE PORVENIR;30,956
01-10-2001;NO;PNE SEN-SIC;17,182
01-10-2001;NO;PNE SEN-SING Antof.;17,559
01-10-2001;NO;PNE SEN-SING Cruc.;15,873
01-10-2001;NO;PNP AYSEN;5919,36
01-10-2001;NO;PNP PARENAS;5855,12
01-10-2001;NO;PNP PNATALES;5855,12
01-10-2001;NO;PNP PORVENIR;7195,8
01-10-2001;NO;PNP SEN-SIC;3611,93
01-10-2001;NO;PNP SEN-SING Antof.;5440,7
01-10-2001;NO;PNP SEN-SING Cruc.;5440,7
01-10-2001;NO;UF;16086,42
01-12-2001;SI;DÓLAR;689,4
01-12-2001;SI;Factor de actualización;1,6943
01-12-2001;SI;PNE AYSEN;37,084
01-12-2001;SI;PNE PARENAS;30,617
01-12-2001;SI;PNE PNATALES;46,337
01-12-2001;SI;PNE PORVENIR;30,956
01-12-2001;SI;PNE SEN-SIC;17,182
01-12-2001;SI;PNE SEN-SING Antof.;17,559
01-12-2001;SI;PNE SEN-SING Cruc.;15,873
01-12-2001;SI;PNP AYSEN;6088,65
01-12-2001;SI;PNP PARENAS;5855,12
01-12-2001;SI;PNP PNATALES;5855,12
01-12-2001;SI;PNP PORVENIR;7195,8
01-12-2001;SI;PNP SEN-SIC;3611,93
01-12-2001;SI;PNP SEN-SING Antof.;5440,7
01-12-2001;SI;PNP SEN-SING Cruc.;5440,7
01-12-2001;SI;UF;16257,78
01-04-2002;NO;DÓLAR;663,26
01-04-2002;NO;Factor de actualización;1,7006
01-04-2002;NO;PNE AYSEN;40,559
01-04-2002;NO;PNE PARENAS;30,657
01-04-2002;NO;PNE PNATALES;31,38
01-04-2002;NO;PNE PORVENIR;33,076
01-04-2002;NO;PNE SEN-SIC;15,599
01-04-2002;NO;PNE SEN-SING Antof.;16,847
01-04-2002;NO;PNE SEN-SING Cruc.;17,828
01-04-2002;NO;PNP AYSEN;5839,27
01-04-2002;NO;PNP PARENAS;5803,19
01-04-2002;NO;PNP PNATALES;5803,19
01-04-2002;NO;PNP PORVENIR;7119,96
01-04-2002;NO;PNP SEN-SIC;3650
01-04-2002;NO;PNP SEN-SING Antof.;5621,68
01-04-2002;NO;PNP SEN-SING Cruc.;5902,23
01-04-2002;NO;UF;16197,66
01-10-2002;SI;DÓLAR;726,98
01-10-2002;NO;DÓLAR;726,98
01-10-2002;SI;Factor de actualización;1,674
01-10-2002;NO;Factor de actualización;1,674
01-10-2002;SI;PNE AYSEN;44,866
01-10-2002;NO;PNE AYSEN;44,409
01-10-2002;SI;PNE PARENAS;30,657
01-10-2002;NO;PNE PARENAS;27,262
01-10-2002;SI;PNE PNATALES;31,38
01-10-2002;NO;PNE PNATALES;34,204
01-10-2002;SI;PNE PORVENIR;33,076
01-10-2002;NO;PNE PORVENIR;40,31
01-10-2002;SI;PNE SEN-SIC;15,599
01-10-2002;NO;PNE SEN-SIC;16,075
01-10-2002;SI;PNE SEN-SING Antof.;16,847
01-10-2002;NO;PNE SEN-SING Antof.;15,608
01-10-2002;SI;PNE SEN-SING Cruc.;17,828
01-10-2002;NO;PNE SEN-SING Cruc.;16,677
01-10-2002;SI;PNP AYSEN;6083,94
01-10-2002;NO;PNP AYSEN;6236,25
01-10-2002;SI;PNP PARENAS;5803,19
01-10-2002;NO;PNP PARENAS;6197,21
01-10-2002;SI;PNP PNATALES;5803,19
01-10-2002;NO;PNP PNATALES;6197,21
01-10-2002;SI;PNP PORVENIR;7119,96
01-10-2002;NO;PNP PORVENIR;7621,73
01-10-2002;SI;PNP SEN-SIC;3650
01-10-2002;NO;PNP SEN-SIC;3918,28
01-10-2002;SI;PNP SEN-SING Antof.;5621,68
01-10-2002;NO;PNP SEN-SING Antof.;5426,15
01-10-2002;SI;PNP SEN-SING Cruc.;5902,23
01-10-2002;NO;PNP SEN-SING Cruc.;5780,69
01-10-2002;SI;UF;16455,03
01-10-2002;NO;UF;16455,03
01-02-2003;SI;DÓLAR;722,48
01-02-2003;SI;Factor de actualización;1,6503
01-02-2003;SI;PNE AYSEN;49,281
01-02-2003;SI;PNE PARENAS;27,262
01-02-2003;SI;PNE PNATALES;34,204
01-02-2003;SI;PNE PORVENIR;40,31
01-02-2003;SI;PNE SEN-SIC;16,075
01-02-2003;SI;PNE SEN-SING Antof.;15,608
01-02-2003;SI;PNE SEN-SING Cruc.;16,677
01-02-2003;SI;PNP AYSEN;6311,71
01-02-2003;SI;PNP PARENAS;6197,21
01-02-2003;SI;PNP PNATALES;6197,21
01-02-2003;SI;PNP PORVENIR;7621,73
01-02-2003;SI;PNP SEN-SIC;3918,28
01-02-2003;SI;PNP SEN-SING Antof.;5426,15
01-02-2003;SI;PNP SEN-SING Cruc.;5780,69
01-02-2003;SI;UF;16691,7
01-04-2003;NO;DÓLAR;743,28
01-04-2003;NO;Factor de actualización;1,6413
01-04-2003;NO;PNE AYSEN;36,758
01-04-2003;NO;PNE PARENAS;28,06
01-04-2003;NO;PNE PNATALES;35,959
01-04-2003;NO;PNE PORVENIR;46,727
01-04-2003;NO;PNE SEN-SIC;16,802
01-04-2003;NO;PNE SEN-SING Antof.;15,862
01-04-2003;NO;PNE SEN-SING Cruc.;17,245
01-04-2003;NO;PNP AYSEN;6440,37
01-04-2003;NO;PNP PARENAS;6430,34
01-04-2003;NO;PNP PNATALES;6430,34
01-04-2003;NO;PNP PORVENIR;7912,36
01-04-2003;NO;PNP SEN-SIC;3787,12
01-04-2003;NO;PNP SEN-SING Antof.;5276,67
01-04-2003;NO;PNP SEN-SING Cruc.;5589,26
01-04-2003;NO;UF;16783,6
01-10-2003;NO;DÓLAR;675,44
01-10-2003;NO;Factor de actualización;1,6255
01-10-2003;NO;PNE AYSEN;32,76
01-10-2003;NO;PNE PARENAS;25,188
01-10-2003;NO;PNE PNATALES;39,244
01-10-2003;NO;PNE PORVENIR;29,28
01-10-2003;NO;PNE SEN-SIC;16,746
01-10-2003;NO;PNE SEN-SING Antof.;16,351
01-10-2003;NO;PNE SEN-SING Cruc.;17,107
01-10-2003;NO;PNP AYSEN;6168,93
01-10-2003;NO;PNP PARENAS;6159,47
01-10-2003;NO;PNP PNATALES;6159,47
01-10-2003;NO;PNP PORVENIR;7560,27
01-10-2003;NO;PNP SEN-SIC;3572
01-10-2003;NO;PNP SEN-SING Antof.;4678,51
01-10-2003;NO;PNP SEN-SING Cruc.;4915,38
01-10-2003;NO;UF;16946,03
01-01-2004;SI;DÓLAR;602,9
01-01-2004;SI;Factor de actualización;1,628
01-01-2004;SI;PNE AYSEN;32,76
01-01-2004;SI;PNE PARENAS;25,188
01-01-2004;SI;PNE PNATALES;39,244
01-01-2004;SI;PNE PORVENIR;29,28
01-01-2004;SI;PNE SEN-SIC;16,746
01-01-2004;SI;PNE SEN-SING Antof.;14,695
01-01-2004;SI;PNE SEN-SING Cruc.;15,374
01-01-2004;SI;PNP AYSEN;6168,93
01-01-2004;SI;PNP PARENAS;6159,47
01-01-2004;SI;PNP PNATALES;6159,47
01-01-2004;SI;PNP PORVENIR;7560,27
01-01-2004;SI;PNP SEN-SIC;3572
01-01-2004;SI;PNP SEN-SING Antof.;4307,5
01-01-2004;SI;PNP SEN-SING Cruc.;4525,59
01-01-2004;SI;UF;16920
01-04-2004;NO;DÓLAR;603,91
01-04-2004;NO;Factor de actualización;1,6376
01-04-2004;NO;PNE AYSEN;30,08
01-04-2004;NO;PNE PARENAS;22,435
01-04-2004;NO;PNE PNATALES;33,025
01-04-2004;NO;PNE PORVENIR;29,354
01-04-2004;NO;PNE SEN-SIC;18,9336
01-04-2004;NO;PNE SEN-SING Antof.;16,927
01-04-2004;NO;PNE SEN-SING Cruc.;17,914
01-04-2004;NO;PNP AYSEN;5803
01-04-2004;NO;PNP PARENAS;5794,27
01-04-2004;NO;PNP PNATALES;5794,27
01-04-2004;NO;PNP PORVENIR;7083,38
01-04-2004;NO;PNP SEN-SIC;3377,67
01-04-2004;NO;PNP SEN-SING Antof.;3428,89
01-04-2004;NO;PNP SEN-SING Cruc.;3637,22
01-04-2004;NO;UF;16820,82
01-09-2004;SI;DÓLAR;635,93
01-09-2004;SI;Factor de actualización;1,6078
01-09-2004;SI;PNE AYSEN;30,08
01-09-2004;SI;PNE PARENAS;22,435
01-09-2004;SI;PNE PNATALES;33,025
01-09-2004;SI;PNE PORVENIR;29,354
01-09-2004;SI;PNE SEN-SIC;20,276
01-09-2004;SI;PNE SEN-SING Antof.;16,927
01-09-2004;SI;PNE SEN-SING Cruc.;17,914
01-09-2004;SI;PNP AYSEN;5803
01-09-2004;SI;PNP PARENAS;5794,27
01-09-2004;SI;PNP PNATALES;5794,27
01-09-2004;SI;PNP PORVENIR;7083,38
01-09-2004;SI;PNP SEN-SIC;3788,39
01-09-2004;SI;PNP SEN-SING Antof.;3428,89
01-09-2004;SI;PNP SEN-SING Cruc.;3637,22
01-09-2004;SI;UF;17132,87
01-10-2004;NO;DÓLAR;616,55
01-10-2004;NO;Factor de actualización;1,6024
01-10-2004;NO;PNE AYSEN;34,737
01-10-2004;NO;PNE PARENAS;25,038
01-10-2004;NO;PNE PNATALES;37,593
01-10-2004;NO;PNE PORVENIR;33,271
01-10-2004;NO;PNE SEN-SIC;19,135
01-10-2004;NO;PNE SEN-SING Antof.;19,913
01-10-2004;NO;PNE SEN-SING Cruc.;20,61
01-10-2004;NO;PNP AYSEN;6066
01-10-2004;NO;PNP PARENAS;6056,8
01-10-2004;NO;PNP PNATALES;6056,8
01-10-2004;NO;PNP PORVENIR;7417,96
01-10-2004;NO;PNP SEN-SIC;3816,62
01-10-2004;NO;PNP SEN-SING Antof.;3571,54
01-10-2004;NO;PNP SEN-SING Cruc.;3713,71
01-10-2004;NO;UF;17190,78
01-04-2005;NO;DÓLAR;586,48
01-04-2005;NO;Factor de actualización;1,6016
01-04-2005;NO;PNE AYSEN;41,217
01-04-2005;NO;PNE PARENAS;24,546
01-04-2005;NO;PNE PNATALES;41,79
01-04-2005;NO;PNE PORVENIR;32,841
01-04-2005;NO;PNE SEN-SIC;19,453
01-04-2005;NO;PNE SEN-SING Antof.;17,71
01-04-2005;NO;PNE SEN-SING Cruc.;18,284
01-04-2005;NO;PNP AYSEN;5975,23
01-04-2005;NO;PNP PARENAS;5966,26
01-04-2005;NO;PNP PNATALES;5966,26
01-04-2005;NO;PNP PORVENIR;7293,82
01-04-2005;NO;PNP SEN-SIC;3820,86
01-04-2005;NO;PNP SEN-SING Antof.;3666,74
01-04-2005;NO;PNP SEN-SING Cruc.;3696,46
01-04-2005;NO;UF;17198,78
01-06-2005;NO;DÓLAR;578,31
01-06-2005;NO;Factor de actualización;1,5825
01-06-2005;NO;PNE AYSEN;41,217
01-06-2005;NO;PNE PARENAS;24,546
01-06-2005;NO;PNE PNATALES;41,79
01-06-2005;NO;PNE PORVENIR;32,841
01-06-2005;NO;PNE SEN-SIC;25,338
01-06-2005;NO;PNE SEN-SING Antof.;19,147
01-06-2005;NO;PNE SEN-SING Cruc.;19,768
01-06-2005;NO;PNP AYSEN;5975,23
01-06-2005;NO;PNP PARENAS;5966,26
01-06-2005;NO;PNP PNATALES;5966,26
01-06-2005;NO;PNP PORVENIR;7293,82
01-06-2005;NO;PNP SEN-SIC;3820,86
01-06-2005;NO;PNP SEN-SING Antof.;3666,74
01-06-2005;NO;PNP SEN-SING Cruc.;3696,46
01-06-2005;NO;UF;17407,28
01-10-2005;NO;DÓLAR;536,7
01-10-2005;NO;Factor de actualización;1,5547
01-10-2005;NO;PNE AYSEN;45,874
01-10-2005;NO;PNE PARENAS;25,325
01-10-2005;NO;PNE PNATALES;42,435
01-10-2005;NO;PNE PORVENIR;33,672
01-10-2005;NO;PNE SEN-SIC;27,106
01-10-2005;NO;PNE SEN-SING Antof.;19,469
01-10-2005;NO;PNE SEN-SING Cruc.;19,872
01-10-2005;NO;PNP AYSEN;5893,07
01-10-2005;NO;PNP PARENAS;5884,43
01-10-2005;NO;PNP PNATALES;5884,43
01-10-2005;NO;PNP PORVENIR;7176,81
01-10-2005;NO;PNP SEN-SIC;3635,89
01-10-2005;NO;PNP SEN-SING Antof.;3299,02
01-10-2005;NO;PNP SEN-SING Cruc.;3594,48
01-10-2005;NO;UF;17717,56
01-12-2005;SI;DÓLAR;529,88
01-12-2005;SI;Factor de actualización;1,5326
01-12-2005;SI;PNE AYSEN;41,259
01-12-2005;SI;PNE PARENAS;25,325
01-12-2005;SI;PNE PNATALES;42,435
01-12-2005;SI;PNE PORVENIR;33,672
01-12-2005;SI;PNE SEN-SIC;24,363
01-12-2005;SI;PNE SEN-SING Antof.;19,469
01-12-2005;SI;PNE SEN-SING Cruc.;19,872
01-12-2005;SI;PNP AYSEN;5846,46
01-12-2005;SI;PNP PARENAS;5884,43
01-12-2005;SI;PNP PNATALES;5884,43
01-12-2005;SI;PNP PORVENIR;7176,81
01-12-2005;SI;PNP SEN-SIC;3528,38
01-12-2005;SI;PNP SEN-SING Antof.;3299,02
01-12-2005;SI;PNP SEN-SING Cruc.;3594,48
01-12-2005;SI;UF;17973,46
01-04-2006;NO;DÓLAR;528,77
01-04-2006;NO;Factor de actualización;1,5375
01-04-2006;NO;PNE AYSEN;49,662
01-04-2006;NO;PNE PARENAS;25,329
01-04-2006;NO;PNE PNATALES;44,443
01-04-2006;NO;PNE PORVENIR;35,078
01-04-2006;NO;PNE SEN-SIC;25,996
01-04-2006;NO;PNE SEN-SING Antof.;21,456
01-04-2006;NO;PNE SEN-SING Cruc.;22,303
01-04-2006;NO;PNP AYSEN;5889,81
01-04-2006;NO;PNP PARENAS;5881,19
01-04-2006;NO;PNP PNATALES;5881,19
01-04-2006;NO;PNP PORVENIR;7162,03
01-04-2006;NO;PNP SEN-SIC;4215,33
01-04-2006;NO;PNP SEN-SING Antof.;3468,52
01-04-2006;NO;PNP SEN-SING Cruc.;3662,67
01-04-2006;NO;UF;17915,66
01-06-2006;SI;DÓLAR;520,79
01-06-2006;SI;Factor de actualización;1,5223
01-06-2006;SI;PNE AYSEN;49,662
01-06-2006;SI;PNE PARENAS;25,329
01-06-2006;SI;PNE PNATALES;44,443
01-06-2006;SI;PNE PORVENIR;35,078
01-06-2006;SI;PNE SEN-SIC;25,996
01-06-2006;SI;PNE SEN-SING Antof.;23,645
01-06-2006;SI;PNE SEN-SING Cruc.;24,578
01-06-2006;SI;PNP AYSEN;5889,81
01-06-2006;SI;PNP PARENAS;5881,19
01-06-2006;SI;PNP PNATALES;5881,19
01-06-2006;SI;PNP PORVENIR;7162,03
01-06-2006;SI;PNP SEN-SIC;4215,33
01-06-2006;SI;PNP SEN-SING Antof.;3477,82
01-06-2006;SI;PNP SEN-SING Cruc.;3672,49
01-06-2006;SI;UF;18094,57
01-08-2006;SI;DÓLAR;540,62
01-08-2006;SI;Factor de actualización;1,5102
01-08-2006;SI;PNE AYSEN;54,877
01-08-2006;SI;PNE PARENAS;25,329
01-08-2006;SI;PNE PNATALES;44,443
01-08-2006;SI;PNE PORVENIR;35,078
01-08-2006;SI;PNE SEN-SIC;25,996
01-08-2006;SI;PNE SEN-SING Antof.;23,645
01-08-2006;SI;PNE SEN-SING Cruc.;24,578
01-08-2006;SI;PNP AYSEN;6094,99
01-08-2006;SI;PNP PARENAS;5881,19
01-08-2006;SI;PNP PNATALES;5881,19
01-08-2006;SI;PNP PORVENIR;7162,03
01-08-2006;SI;PNP SEN-SIC;4215,33
01-08-2006;SI;PNP SEN-SING Antof.;3477,82
01-08-2006;SI;PNP SEN-SING Cruc.;3672,49
01-08-2006;SI;UF;18239,55
01-09-2006;SI;DÓLAR;538,53
01-09-2006;SI;Factor de actualización;1,5023
01-09-2006;SI;PNE AYSEN;54,877
01-09-2006;SI;PNE PARENAS;25,329
01-09-2006;SI;PNE PNATALES;48,91
01-09-2006;SI;PNE PORVENIR;35,078
01-09-2006;SI;PNE SEN-SIC;25,996
01-09-2006;SI;PNE SEN-SING Antof.;23,645
01-09-2006;SI;PNE SEN-SING Cruc.;24,578
01-09-2006;SI;PNP AYSEN;6094,99
01-09-2006;SI;PNP PARENAS;5881,19
01-09-2006;SI;PNP PNATALES;6083,5
01-09-2006;SI;PNP PORVENIR;7162,03
01-09-2006;SI;PNP SEN-SIC;4215,33
01-09-2006;SI;PNP SEN-SING Antof.;3477,82
01-09-2006;SI;PNP SEN-SING Cruc.;3672,49
01-09-2006;SI;UF;18336,04
01-10-2006;SI;DÓLAR;538,65
01-10-2006;NO;DÓLAR;538,65
01-10-2006;SI;Factor de actualización;1,4971
01-10-2006;NO;Factor de actualización;1,4971
01-10-2006;SI;PNE AYSEN;48,937
01-10-2006;NO;PNE AYSEN;51,83
01-10-2006;SI;PNE PARENAS;25,329
01-10-2006;NO;PNE PARENAS;23,86
01-10-2006;SI;PNE PNATALES;48,91
01-10-2006;NO;PNE PNATALES;42,41
01-10-2006;SI;PNE PORVENIR;35,078
01-10-2006;NO;PNE PORVENIR;48,13
01-10-2006;SI;PNE SEN-SIC;25,996
01-10-2006;NO;PNE SEN-SIC;28,744
01-10-2006;SI;PNE SEN-SING Antof.;20,963
01-10-2006;NO;PNE SEN-SING Antof.;26,715
01-10-2006;SI;PNE SEN-SING Cruc.;21,79
01-10-2006;NO;PNE SEN-SING Cruc.;27,001
01-10-2006;SI;PNP AYSEN;6118,79
01-10-2006;NO;PNP AYSEN;6818,18
01-10-2006;SI;PNP PARENAS;5881,19
01-10-2006;NO;PNP PARENAS;6663,07
01-10-2006;SI;PNP PNATALES;6083,5
01-10-2006;NO;PNP PNATALES;5881,19
01-10-2006;SI;PNP PORVENIR;7162,03
01-10-2006;NO;PNP PORVENIR;7162,03
01-10-2006;SI;PNP SEN-SIC;4215,33
01-10-2006;NO;PNP SEN-SIC;4344,74
01-10-2006;SI;PNP SEN-SING Antof.;3569,51
01-10-2006;NO;PNP SEN-SING Antof.;3692,17
01-10-2006;SI;PNP SEN-SING Cruc.;3769,31
01-10-2006;NO;PNP SEN-SING Cruc.;3734,15
01-10-2006;SI;UF;18399,32
01-10-2006;NO;UF;18399,32
01-04-2007;NO;DÓLAR;538,49
01-04-2007;NO;Factor de actualización;1,4992
01-04-2007;NO;PNE AYSEN;51,322
01-04-2007;NO;PNE PARENAS;24,614
01-04-2007;NO;PNE PNATALES;43,549
01-04-2007;NO;PNE PORVENIR;49,37
01-04-2007;NO;PNE SEN-SIC;31,617
01-04-2007;NO;PNE SEN-SING Antof.;28,618
01-04-2007;NO;PNE SEN-SING Cruc.;28,776
01-04-2007;NO;PNP AYSEN;6766,77
01-04-2007;NO;PNP PARENAS;6615,44
01-04-2007;NO;PNP PNATALES;5839,15
01-04-2007;NO;PNP PORVENIR;7110,83
01-04-2007;NO;PNP SEN-SIC;4622,7725
01-04-2007;NO;PNP SEN-SING Antof.;3864,46
01-04-2007;NO;PNP SEN-SING Cruc.;3840,04
01-04-2007;NO;UF;18374,15
01-07-2007;SI;DÓLAR;526,719
01-07-2007;SI;Factor de actualización;1,4794
01-07-2007;SI;PNE AYSEN;51,322
01-07-2007;SI;PNE PARENAS;24,614
01-07-2007;SI;PNE PNATALES;43,549
01-07-2007;SI;PNE PORVENIR;49,37
01-07-2007;SI;PNE SEN-SIC;35,4332
01-07-2007;SI;PNE SEN-SING Antof.;31,6315
01-07-2007;SI;PNE SEN-SING Cruc.;31,8061
01-07-2007;SI;PNP AYSEN;6766,77
01-07-2007;SI;PNP PARENAS;6615,44
01-07-2007;SI;PNP PNATALES;5839,15
01-07-2007;SI;PNP PORVENIR;7110,83
01-07-2007;SI;PNP SEN-SIC;4573,3088
01-07-2007;SI;PNP SEN-SING Antof.;3819,2458
01-07-2007;SI;PNP SEN-SING Cruc.;3795,1115
01-07-2007;SI;UF;18620,46
01-09-2007;SI;DÓLAR;522,9227
01-09-2007;SI;Factor de actualización;1,4529
01-09-2007;SI;PNE AYSEN;51,322
01-09-2007;SI;PNE PARENAS;24,614
01-09-2007;SI;PNE PNATALES;43,549
01-09-2007;SI;PNE PORVENIR;49,37
01-09-2007;SI;PNE SEN-SIC;40,293
01-09-2007;SI;PNE SEN-SING Antof.;35,501
01-09-2007;SI;PNE SEN-SING Cruc.;35,697
01-09-2007;SI;PNP AYSEN;6766,77
01-09-2007;SI;PNP PARENAS;6615,44
01-09-2007;SI;PNP PNATALES;5839,15
01-09-2007;SI;PNP PORVENIR;7110,83
01-09-2007;SI;PNP SEN-SIC;4697,66
01-09-2007;SI;PNP SEN-SING Antof.;3816,15
01-09-2007;SI;PNP SEN-SING Cruc.;3792,04
01-09-2007;SI;UF;18958,89
01-10-2007;NO;DÓLAR;516,9112
01-10-2007;NO;Factor de actualización;1,4373
01-10-2007;NO;PNE AYSEN;53,23
01-10-2007;NO;PNE PARENAS;24,616
01-10-2007;NO;PNE PNATALES;43,7
01-10-2007;NO;PNE PORVENIR;49,54
01-10-2007;NO;PNE SEN-SIC;45,9036
01-10-2007;NO;PNE SEN-SING Antof.;44,316
01-10-2007;NO;PNE SEN-SING Cruc.;45,197
01-10-2007;NO;PNP AYSEN;6872,26
01-10-2007;NO;PNP PARENAS;6718,02
01-10-2007;NO;PNP PNATALES;5929,69
01-10-2007;NO;PNP PORVENIR;7221,09
01-10-2007;NO;PNP SEN-SIC;4503,5768
01-10-2007;NO;PNP SEN-SING Antof.;3765,47
01-10-2007;NO;PNP SEN-SING Cruc.;3835,63
01-10-2007;NO;UF;19164,96
01-02-2008;SI;DÓLAR;491,46
01-02-2008;SI;Factor de actualización;1,3956
01-02-2008;SI;PNE AYSEN;53,23
01-02-2008;SI;PNE PARENAS;24,616
01-02-2008;SI;PNE PNATALES;43,7
01-02-2008;SI;PNE PORVENIR;49,54
01-02-2008;SI;PNE SEN-SIC;45,9036
01-02-2008;SI;PNE SEN-SING Antof.;48,898
01-02-2008;SI;PNE SEN-SING Cruc.;49,87
01-02-2008;SI;PNP AYSEN;6872,26
01-02-2008;SI;PNP PARENAS;6718,02
01-02-2008;SI;PNP PNATALES;5929,69
01-02-2008;SI;PNP PORVENIR;7221,09
01-02-2008;SI;PNP SEN-SIC;4503,5768
01-02-2008;SI;PNP SEN-SING Antof.;3624,64
01-02-2008;SI;PNP SEN-SING Cruc.;3692,18
01-02-2008;SI;UF;19737,85
01-04-2008;NO;DÓLAR;442,94
01-04-2008;NO;Factor de actualización;1,3896
01-04-2008;NO;PNE AYSEN;53,48
01-04-2008;NO;PNE PARENAS;23,69
01-04-2008;NO;PNE PNATALES;42,19
01-04-2008;NO;PNE PORVENIR;47,8
01-04-2008;NO;PNE SEN-SIC;45,253
01-04-2008;NO;PNE SEN-SING Antof.;45,861
01-04-2008;NO;PNE SEN-SING Cruc.;45,898
01-04-2008;NO;PNP AYSEN;6524,49
01-04-2008;NO;PNP PARENAS;6379,81
01-04-2008;NO;PNP PNATALES;5631,17
01-04-2008;NO;PNP PORVENIR;6857,56
01-04-2008;NO;PNP SEN-SIC;3746,32
01-04-2008;NO;PNP SEN-SING Antof.;3419,32
01-04-2008;NO;PNP SEN-SING Cruc.;3455,74
01-04-2008;NO;UF;19822,53
01-06-2008;NO;DÓLAR;470,1
01-06-2008;NO;Factor de actualización;1,3731
01-06-2008;NO;PNE AYSEN;53,48
01-06-2008;NO;PNE COCHAMÓ;109,13
01-06-2008;NO;PNE HORNOPIRÉN;78,35
01-06-2008;NO;PNE PARENAS;23,69
01-06-2008;NO;PNE PNATALES;42,19
01-06-2008;NO;PNE PORVENIR;47,8
01-06-2008;NO;PNE SEN-SIC;45,253
01-06-2008;NO;PNE SEN-SING Antof.;45,861
01-06-2008;NO;PNE SEN-SING Cruc.;45,898
01-06-2008;NO;PNP AYSEN;6524,49
01-06-2008;NO;PNP COCHAMÓ;6837,42
01-06-2008;NO;PNP HORNOPIRÉN;6837,42
01-06-2008;NO;PNP PARENAS;6379,81
01-06-2008;NO;PNP PNATALES;5631,17
01-06-2008;NO;PNP PORVENIR;6857,56
01-06-2008;NO;PNP SEN-SIC;3746,32
01-06-2008;NO;PNP SEN-SING Antof.;3419,32
01-06-2008;NO;PNP SEN-SING Cruc.;3455,74
01-06-2008;NO;UF;20061,03
01-08-2008;SI;DÓLAR;502,24
01-08-2008;SI;Factor de actualización;1,341
01-08-2008;SI;PNE AYSEN;53,48
01-08-2008;SI;PNE COCHAMÓ;109,13
01-08-2008;SI;PNE HORNOPIRÉN;78,35
01-08-2008;SI;PNE PARENAS;23,69
01-08-2008;SI;PNE PNATALES;42,19
01-08-2008;SI;PNE PORVENIR;47,8
01-08-2008;SI;PNE SEN-SIC;49,57
01-08-2008;SI;PNE SEN-SING Antof.;48,865
01-08-2008;SI;PNE SEN-SING Cruc.;48,904
01-08-2008;SI;PNP AYSEN;6524,49
01-08-2008;SI;PNP COCHAMÓ;6837,42
01-08-2008;SI;PNP HORNOPIRÉN;6837,42
01-08-2008;SI;PNP PARENAS;6379,81
01-08-2008;SI;PNP PNATALES;5631,17
01-08-2008;SI;PNP PORVENIR;6857,56
01-08-2008;SI;PNP SEN-SIC;4222,85
01-08-2008;SI;PNP SEN-SING Antof.;3841,26
01-08-2008;SI;PNP SEN-SING Cruc.;3882,18
01-08-2008;SI;UF;20541,21
01-09-2008;SI;DÓLAR;530,17
01-09-2008;SI;Factor de actualización;1,3249
01-09-2008;SI;PNE AYSEN;62,032
01-09-2008;SI;PNE COCHAMÓ;135,354
01-09-2008;SI;PNE HORNOPIRÉN;94,656
01-09-2008;SI;PNE PARENAS;25,33
01-09-2008;SI;PNE PNATALES;45,42
01-09-2008;SI;PNE PORVENIR;51,62
01-09-2008;SI;PNE SEN-SIC;49,57
01-09-2008;SI;PNE SEN-SING Antof.;48,865
01-09-2008;SI;PNE SEN-SING Cruc.;48,904
01-09-2008;SI;PNP AYSEN;7201,81
01-09-2008;SI;PNP COCHAMÓ;7386,64
